Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
33,0,TLP,122 cm 100 y-1,1.27,0,0.27,0,41.1,0,76,25.53,9.36,60.56,35.03,102.54,1.27,0,0.87,0,0,88.8,13.69,0,77.6,16.8
34,0,TLP,122 cm 100 y-1,51.02,0,0.24,0,36.92,0,76,26.48,9.53,70.66,44.19,107.64,51.02,0,0.83,0,0,88.8,18.79,0,128.6,26.9
35,0,TLP,122 cm 100 y-1,0.81,0,0.22,0,32.78,0,76,27.44,9.71,70.74,43.3,107.72,0.81,0,0.82,0,0,88.8,18.87,0,129.4,26.9
36,0,TLP,122 cm 100 y-1,0.85,0,0.22,0,33.68,0,76,28.42,9.89,70.83,42.41,107.81,0.85,0,0.82,0,0,88.8,18.96,0,130.3,27
37,0,TLP,122 cm 100 y-1,0.9,0,0.23,0,34.59,0,76,29.42,10.07,70.92,41.5,107.9,0.9,0,0.82,0,0,88.8,19.05,0,131.2,27.1
38,0,TLP,122 cm 100 y-1,0.95,0,0.23,0,35.51,0,76,30.43,10.24,71.01,40.58,107.99,0.95,0,0.82,0,0,88.8,19.14,0,132.1,27.2
39,0,TLP,122 cm 100 y-1,1,0,0.24,0,36.45,0,76,31.47,10.42,71.11,39.65,108.09,1,0,0.82,0,0,88.8,19.24,0,133.1,27.3
40,0,TLP,122 cm 100 y-1,1.05,0,0.25,0,37.4,0,76,32.52,10.6,71.22,38.7,108.2,1.05,0,0.82,0,0,88.8,19.35,0,134.2,27.4
41,0,TLP,122 cm 100 y-1,1.1,0,0.25,0,38.37,0,76,33.59,10.78,71.33,37.74,108.31,1.1,0,0.82,0,0,88.8,19.46,0,135.3,27.5
42,0,TLP,122 cm 100 y-1,1.16,0,0.26,0,39.34,0,76,34.67,10.96,71.44,36.77,108.42,1.16,0,0.82,0,0,88.8,19.57,0,136.4,27.6
43,0,TLP,122 cm 100 y-1,1.22,0,0.27,0,40.33,0,76,35.78,11.13,71.57,35.79,108.54,1.22,0,0.82,0,0,88.8,19.7,0,137.7,27.8
44,0,TLP,122 cm 100 y-1,1.28,0,0.27,0,41.33,0,76,36.9,11.31,71.69,34.79,108.67,1.28,0,0.82,0,0,88.8,19.82,0,138.9,27.9
45,0,TLP,122 cm 100 y-1,1.34,0,0.28,0,42.35,0,76,38.04,11.49,71.83,33.79,108.81,1.34,0,0.82,0,0,88.8,19.96,0,140.3,28
46,0,TLP,122 cm 100 y-1,1.41,0,0.29,0,43.37,0,76,39.2,11.67,71.97,32.77,108.95,1.41,0,0.82,0,0,88.8,20.1,0,141.7,28.2
47,0,TLP,122 cm 100 y-1,1.48,0,0.29,0,44.4,0,76,40.37,11.84,72.12,31.74,109.09,1.48,0,0.81,0,0,88.8,20.25,0,143.2,28.3
48,0,TLP,122 cm 100 y-1,1.55,0,0.3,0,45.45,0,76,41.57,12.02,72.27,30.71,109.25,1.55,0,0.81,0,0,88.8,20.4,0,144.7,28.5
49,0,TLP,122 cm 100 y-1,1.62,0,0.31,0,46.51,0,76,42.78,12.2,72.43,29.66,109.41,1.62,0,0.81,0,0,88.8,20.56,0,146.3,28.6
50,0,TLP,122 cm 100 y-1,1.7,0,0.31,0,47.57,0,76,44.01,12.38,72.6,28.6,109.58,1.7,0,0.81,0,0,88.8,20.73,0,148,28.8
51,0,TLP,122 cm 100 y-1,1.77,0,0.32,0,48.65,0,76,45.25,12.56,72.78,27.53,109.76,1.77,0,0.81,0,0,88.8,20.91,0,149.8,29
52,0,TLP,122 cm 100 y-1,1.85,0,0.33,0,49.74,0,76,46.52,12.73,72.97,26.45,109.94,1.85,0,0.81,0,0,88.8,21.1,0,151.7,29.2
53,0,TLP,122 cm 100 y-1,1.94,0,0.33,0,50.83,0,76,47.8,12.91,73.16,25.36,110.14,1.94,0,0.81,0,0,88.8,21.29,0,153.6,29.4
54,0,TLP,122 cm 100 y-1,2.02,0,0.34,0,51.94,0,76,49.1,13.09,73.36,24.26,110.34,2.02,0,0.81,0,0,88.8,21.49,0,155.6,29.6
55,0,TLP,122 cm 100 y-1,2.11,0,0.35,0,53.05,0,76,50.42,13.27,73.57,23.16,110.55,2.11,0,0.8,0,0,88.8,21.7,0,157.7,29.8
56,0,TLP,122 cm 100 y-1,2.2,0,0.36,0,54.18,0,76,51.75,13.44,73.79,22.04,110.77,2.2,0,0.8,0,0,88.8,21.92,0,159.9,30
57,0,TLP,122 cm 100 y-1,2.25,0,0.36,0,55.31,0,76,53.11,13.62,74.02,20.91,111,2.25,0,0.8,0,0,88.8,22.15,0,162.2,30.2
58,0,TLP,122 cm 100 y-1,2.3,0,0.37,0,56.46,0,76,54.48,13.8,74.25,19.77,111.23,2.3,0,0.8,0,0,88.8,22.38,0,164.5,30.4
59,0,TLP,122 cm 100 y-1,52.07,0,0.35,0,52.62,0,76,55.87,13.98,84.46,28.59,116.43,52.07,0,0.76,0,0,88.8,27.59,0,216.6,40.7
60,0,TLP,122 cm 100 y-1,1.79,0,0.32,0,48.82,0,76,57.27,14.16,84.63,27.36,116.61,1.79,0,0.76,0,0,88.8,27.76,0,218.3,40.8
61,0,TLP,122 cm 100 y-1,1.88,0,0.33,0,50.06,0,76,58.7,14.33,84.82,26.12,116.8,1.88,0,0.76,0,0,88.8,27.95,0,220.2,41
62,0,TLP,122 cm 100 y-1,1.97,0,0.34,0,51.32,0,76,60.14,14.51,85.02,24.88,117,1.97,0,0.76,0,0,88.8,28.15,0,222.2,41.2
63,0,TLP,122 cm 100 y-1,2.07,0,0.35,0,52.58,0,76,61.6,14.69,85.23,23.63,117.2,2.07,0,0.76,0,0,88.8,28.36,0,224.3,41.4
64,0,TLP,122 cm 100 y-1,2.17,0,0.35,0,53.85,0,76,63.08,14.87,85.44,22.37,117.42,2.17,0,0.76,0,0,88.8,28.57,0,226.4,41.6
65,0,TLP,122 cm 100 y-1,2.24,0,0.36,0,55.13,0,76,64.57,15.04,85.67,21.1,117.65,2.24,0,0.76,0,0,88.8,28.8,0,228.7,41.9
66,0,TLP,122 cm 100 y-1,2.3,0,0.37,0,56.42,0,76,66.09,15.22,85.9,19.81,117.88,2.3,0,0.75,0,0,88.8,29.03,0,231,42.1
67,0,TLP,122 cm 100 y-1,2.35,0,0.38,0,57.72,0,76,67.62,15.4,86.13,18.52,118.11,2.35,0,0.75,0,0,88.8,29.26,0,233.3,42.3
68,0,TLP,122 cm 100 y-1,2.4,0,0.39,0,59.03,0,76,69.17,15.58,86.37,17.21,118.35,2.4,0,0.75,0,0,88.8,29.5,0,235.7,42.6
69,0,TLP,122 cm 100 y-1,2.46,0,0.4,0,60.36,0,76,70.73,15.76,86.62,15.89,118.6,2.46,0,0.75,0,0,88.8,29.75,0,238.2,42.8
70,0,TLP,122 cm 100 y-1,2.51,0,0.41,0,61.7,0,76,72.32,15.93,86.87,14.55,118.85,2.51,0,0.75,0,0,88.8,30,0,240.7,43.1
71,0,TLP,122 cm 100 y-1,2.57,0,0.41,0,63.05,0,76,73.92,16.11,87.13,13.21,119.1,2.57,0,0.75,0,0,88.8,30.26,0,243.3,43.3
72,0,TLP,122 cm 100 y-1,2.62,0,0.42,0,64.41,0,76,75.54,16.29,87.39,11.85,119.37,2.62,0,0.74,0,0,88.8,30.52,0,245.9,43.6
73,0,TLP,122 cm 100 y-1,2.68,0,0.43,0,65.79,0,76,77.18,16.47,87.66,10.48,119.63,2.68,0,0.74,0,0,88.8,30.79,0,248.6,43.9
74,0,TLP,122 cm 100 y-1,2.73,0,0.44,0,67.18,0,76,78.83,16.64,87.93,9.1,119.91,2.73,0,0.74,0,0,88.8,31.06,0,251.3,44.1
75,0,TLP,122 cm 100 y-1,2.79,0,0.45,0,68.58,0,76,80.51,16.82,88.21,7.7,120.19,2.79,0,0.74,0,0,88.8,31.34,0,254.1,44.4
76,0,TLP,122 cm 100 y-1,2.85,0,0.46,0,69.99,0,76,82.2,17,88.49,6.3,120.47,2.85,0,0.74,0,0,88.8,31.62,0,256.9,44.7
77,0,TLP,122 cm 100 y-1,2.91,0,0.47,0,71.41,0,76,83.91,17.18,88.78,4.88,120.76,2.91,0,0.74,0,0,88.8,31.91,0,259.8,45
78,0,TLP,122 cm 100 y-1,2.96,0,0.48,0,72.85,0,76,85.63,17.36,89.08,3.45,121.06,2.96,0,0.73,0,0,88.8,32.21,0,262.8,45.3
79,0,TLP,122 cm 100 y-1,3.02,0,0.49,0,74.3,0,76,87.38,17.53,89.38,2,121.36,3.02,0,0.73,0,0,88.8,32.51,0,265.8,45.6
80,0,TLP,122 cm 100 y-1,3.08,0,0.5,0,75.76,0,76,89.14,17.71,89.69,0.55,121.67,3.08,0,0.73,0,0,88.8,32.82,0,268.9,45.9
81,0,TLP,122 cm 100 y-1,3.14,0,0.51,0,77.23,0,76,90.92,17.89,90,-0.92,121.98,3.14,0,0.73,0,0,88.8,33.13,0,272,46.2
82,0,TLP,122 cm 100 y-1,3.2,0,0.52,0,78.71,0,76,92.72,18.07,90.32,-2.39,122.3,3.2,0,0.73,0,0,88.8,33.45,0,275.2,46.5
83,0,TLP,122 cm 100 y-1,3.26,0,0.53,0,80.21,0,76,94.53,18.24,90.65,-3.88,122.63,3.26,0,0.72,0,0,88.8,33.78,0,278.5,46.9
84,0,TLP,122 cm 100 y-1,53.12,0,0.5,0,76.72,0,76,96.37,18.42,100.96,4.6,127.94,53.12,0,0.69,0,0,88.8,39.09,0,331.6,57.2
85,0,TLP,122 cm 100 y-1,2.98,0,0.48,0,73.25,0,76,98.22,18.6,101.26,3.04,128.24,2.98,0,0.69,0,0,88.8,39.39,0,334.6,57.5
86,0,TLP,122 cm 100 y-1,3.04,0,0.49,0,74.83,0,76,100.09,18.78,101.57,1.48,128.54,3.04,0,0.69,0,0,88.8,39.7,0,337.7,57.8
87,0,TLP,122 cm 100 y-1,3.11,0,0.5,0,76.41,0,76,101.97,18.96,101.88,-0.1,128.85,3.11,0,0.69,0,0,88.8,40.01,0,340.8,58.1
88,0,TLP,122 cm 100 y-1,3.17,0,0.51,0,78,0,76,103.88,19.13,102.19,-1.68,129.17,3.17,0,0.69,0,0,88.8,40.32,0,343.9,58.4
89,0,TLP,122 cm 100 y-1,3.24,0,0.52,0,79.61,0,76,105.8,19.31,102.52,-3.28,129.49,3.24,0,0.69,0,0,88.8,40.65,0,347.2,58.7
90,0,TLP,122 cm 100 y-1,3.3,0,0.53,0,81.22,0,76,107.74,19.49,102.85,-4.89,129.83,3.3,0,0.68,0,0,88.8,40.98,0,350.5,59
91,0,TLP,122 cm 100 y-1,3.37,0,0.55,0,82.85,0,76,109.7,19.67,103.19,-6.51,130.16,3.37,0,0.68,0,0,88.8,41.31,0,353.9,59.4
92,0,TLP,122 cm 100 y-1,3.44,0,0.56,0,84.49,0,76,111.67,19.84,103.53,-8.14,130.51,3.44,0,0.68,0,0,88.8,41.66,0,357.3,59.7
93,0,TLP,122 cm 100 y-1,3.5,0,0.57,0,86.14,0,76,113.67,20.02,103.88,-9.79,130.86,3.5,0,0.68,0,0,88.8,42.01,0,360.8,60.1
94,0,TLP,122 cm 100 y-1,3.57,0,0.58,0,87.8,0,76,115.68,20.2,104.24,-11.44,131.21,3.57,0,0.68,0,0,88.8,42.37,0,364.4,60.4
95,0,TLP,122 cm 100 y-1,3.64,0,0.59,0,89.47,0,76,117.71,20.38,104.6,-13.11,131.58,3.64,0,0.68,0,0,88.8,42.73,0,368,60.8
96,0,TLP,122 cm 100 y-1,3.71,0,0.6,0,91.15,0,76,119.75,20.56,104.97,-14.78,131.95,3.71,0,0.67,0,0,88.8,43.1,0,371.7,61.2
97,0,TLP,122 cm 100 y-1,3.78,0,0.61,0,92.85,0,76,121.82,20.73,105.35,-16.47,132.33,3.78,0,0.67,0,0,88.8,43.48,0,375.5,61.6
98,0,TLP,122 cm 100 y-1,3.85,0,0.62,0,94.55,0,76,123.9,20.91,105.73,-18.17,132.71,3.85,0,0.67,0,0,88.8,43.86,0,379.3,61.9
99,0,TLP,122 cm 100 y-1,3.92,0,0.63,0,96.27,0,76,126,21.09,106.13,-19.87,133.1,3.92,0,0.67,0,0,88.8,44.26,0,383.3,62.3
100,0,TLP,122 cm 100 y-1,3.99,0,0.64,0,97.99,0,76,128.12,21.27,106.52,-21.59,133.5,3.99,0,0.67,0,0,88.8,44.65,0,387.2,62.7
1,500,TLP,60 cm 100 y-1,1.39,429,0.22,0,32.89,23.58,77,4.69,3.48,47.94,43.25,96.78,2.36,0.9,0.94,0.1188,5,90.8,6.01,0.6,0.8,4.1
2,500,TLP,60 cm 100 y-1,1.36,430,0.22,0,33.1,23.63,77,5.04,3.53,48.08,43.04,96.92,0.82,0.9,0.94,0.1206,5.1,90.8,6.09,1.1,1.6,4.3
3,500,TLP,60 cm 100 y-1,1.37,430,0.22,0,33.32,23.67,77,5.39,3.58,48.21,42.82,97.05,0.83,0.9,0.94,0.1225,5.1,90.9,6.18,1.7,2.5,4.4
4,500,TLP,60 cm 100 y-1,1.38,431,0.22,0,33.54,23.72,77,5.75,3.64,48.35,42.6,97.19,0.84,0.9,0.94,0.1244,5.1,90.9,6.26,2.2,3.3,4.6
5,500,TLP,60 cm 100 y-1,1.39,432,0.22,0,33.77,23.76,77,6.12,3.69,48.49,42.37,97.33,0.85,0.9,0.93,0.1264,5.1,91,6.35,2.7,4.2,4.7
6,500,TLP,60 cm 100 y-1,1.41,433,0.22,0,34,23.81,77,6.49,3.74,48.63,42.14,97.47,0.87,0.9,0.93,0.1285,5.1,91,6.43,3.3,5,4.8
7,500,TLP,60 cm 100 y-1,1.42,434,0.23,0,34.24,23.86,77,6.87,3.79,48.77,41.9,97.61,0.88,0.9,0.93,0.1305,5.1,91.1,6.52,3.8,5.9,5
8,500,TLP,60 cm 100 y-1,1.43,435,0.23,0,34.48,23.9,77,7.25,3.85,48.91,41.67,97.76,0.89,0.9,0.93,0.1327,5.1,91.1,6.61,4.4,6.8,5.1
9,500,TLP,60 cm 100 y-1,43.73,0,0.2,0,29.72,47.81,77,7.64,3.9,58.29,50.65,102.13,50.66,0,0.89,0,10.2,90.5,11.68,-2.6,57.5,14.5
10,500,TLP,60 cm 100 y-1,-1.77,40,0.17,0,25.74,2.2,77,8.03,3.95,58.11,50.08,101.95,0.5,0.1,0.88,0.0057,0.5,90.2,11.73,-4.8,58,14.3
11,500,TLP,60 cm 100 y-1,0.16,80,0.17,0,26.31,4.42,77,8.43,4,58.13,49.7,101.97,0.52,0.2,0.88,0.0121,0.9,90.2,11.78,-5.2,58.5,14.3
12,500,TLP,60 cm 100 y-1,1.15,121,0.18,0,26.7,6.66,77,8.83,4.06,58.24,49.41,102.08,0.53,0.2,0.88,0.0192,1.4,90.3,11.83,-4.6,59,14.4
13,500,TLP,60 cm 100 y-1,1.67,162,0.18,0,27,8.91,77,9.24,4.11,58.41,49.17,102.25,0.55,0.3,0.88,0.0267,1.9,90.4,11.89,-3.5,59.6,14.6
14,500,TLP,60 cm 100 y-1,1.97,203,0.18,0,27.24,11.17,77,9.65,4.16,58.61,48.95,102.45,0.56,0.4,0.88,0.0347,2.4,90.5,11.94,-2.1,60.1,14.8
15,500,TLP,60 cm 100 y-1,2.14,244,0.18,0,27.46,13.43,77,10.07,4.21,58.82,48.75,102.66,0.57,0.5,0.88,0.0432,2.9,90.7,12,-0.5,60.7,15
16,500,TLP,60 cm 100 y-1,2.26,286,0.18,0,27.67,15.71,77,10.49,4.27,59.05,48.55,102.89,0.57,0.6,0.88,0.0523,3.4,90.8,12.05,1.2,61.3,15.2
17,500,TLP,60 cm 100 y-1,2.36,327,0.18,0,27.88,17.99,77,10.92,4.32,59.28,48.36,103.12,0.58,0.7,0.88,0.062,3.8,91,12.11,3,61.8,15.5
18,500,TLP,60 cm 100 y-1,2.43,369,0.18,0,28.08,20.28,78,11.36,4.37,59.53,48.17,103.37,0.59,0.7,0.88,0.0724,4.3,91.2,12.17,4.8,62.4,15.7
19,500,TLP,60 cm 100 y-1,2.5,411,0.19,0,28.27,22.58,78,11.8,4.42,59.78,47.98,103.62,0.6,0.8,0.88,0.0835,4.8,91.4,12.23,6.7,63,16
20,500,TLP,60 cm 100 y-1,1.33,411,0.19,0,28.47,22.62,78,12.24,4.48,59.91,47.67,103.75,0.61,0.8,0.88,0.0848,4.8,91.5,12.29,7.5,63.6,16.1
21,500,TLP,60 cm 100 y-1,1.26,413,0.19,0,28.78,22.7,78,12.69,4.53,60.04,47.34,103.88,0.62,0.8,0.88,0.087,4.9,91.5,12.35,8.1,64.3,16.2
22,500,TLP,60 cm 100 y-1,1.22,414,0.19,0,29.11,22.77,78,13.15,4.58,60.16,47.01,104,0.64,0.8,0.88,0.0894,4.9,91.6,12.42,8.7,64.9,16.4
23,500,TLP,60 cm 100 y-1,1.21,415,0.19,0,29.45,22.85,78,13.61,4.63,60.28,46.67,104.12,0.65,0.8,0.88,0.0918,4.9,91.6,12.48,9.3,65.5,16.5
24,500,TLP,60 cm 100 y-1,1.22,417,0.2,0,29.8,22.92,78,14.08,4.69,60.4,46.32,104.24,0.67,0.8,0.88,0.0944,4.9,91.7,12.55,9.8,66.2,16.6
25,500,TLP,60 cm 100 y-1,1.23,418,0.2,0,30.15,23,78,14.55,4.74,60.52,45.98,104.36,0.68,0.8,0.88,0.097,4.9,91.7,12.62,10.4,66.9,16.7
26,500,TLP,60 cm 100 y-1,1.24,420,0.2,0,30.5,23.08,78,15.02,4.79,60.65,45.62,104.49,0.7,0.8,0.88,0.0997,4.9,91.8,12.69,10.9,67.6,16.8
27,500,TLP,60 cm 100 y-1,1.26,421,0.2,0,30.86,23.16,78,15.51,4.84,60.77,45.27,104.61,0.71,0.8,0.88,0.1024,5,91.9,12.76,11.4,68.3,17
28,500,TLP,60 cm 100 y-1,1.28,422,0.21,0,31.22,23.23,78,15.99,4.9,60.9,44.91,104.74,0.73,0.8,0.88,0.1052,5,91.9,12.83,12,69,17.1
29,500,TLP,60 cm 100 y-1,1.3,424,0.21,0,31.58,23.31,78,16.48,4.95,61.03,44.55,104.87,0.75,0.8,0.88,0.1081,5,92,12.91,12.5,69.8,17.2
30,500,TLP,60 cm 100 y-1,1.32,425,0.21,0,31.95,23.39,78,16.98,5,61.16,44.18,105,0.77,0.9,0.88,0.1111,5,92,12.98,13.1,70.5,17.4
31,500,TLP,60 cm 100 y-1,1.33,427,0.21,0,32.32,23.47,78,17.49,5.05,61.3,43.81,105.14,0.78,0.9,0.88,0.1141,5,92.1,13.06,13.6,71.3,17.5
32,500,TLP,60 cm 100 y-1,1.35,428,0.22,0,32.7,23.54,78,17.99,5.11,61.43,43.44,105.27,0.8,0.9,0.88,0.1172,5,92.1,13.14,14.2,72.1,17.6
33,500,TLP,60 cm 100 y-1,1.37,430,0.22,0,33.08,23.62,78,18.51,5.16,61.57,43.06,105.41,0.82,0.9,0.87,0.1204,5.1,92.2,13.22,14.8,72.9,17.8
34,500,TLP,60 cm 100 y-1,43.77,0,0.19,0,28.46,47.25,78,19.03,5.21,70.95,51.92,109.79,50.61,0,0.83,0,10.1,91.5,18.28,7.9,123.5,27.2
35,500,TLP,60 cm 100 y-1,-1.78,39,0.16,0,24.6,2.17,78,19.55,5.26,70.77,51.22,109.61,0.45,0.1,0.83,0.0051,0.5,91.3,18.33,5.7,124,27
36,500,TLP,60 cm 100 y-1,0.13,80,0.17,0,25.31,4.37,78,20.08,5.32,70.78,50.7,109.62,0.48,0.2,0.83,0.0111,0.9,91.2,18.38,5.3,124.5,27
37,500,TLP,60 cm 100 y-1,1.11,120,0.17,0,25.83,6.6,78,20.61,5.37,70.89,50.28,109.73,0.5,0.2,0.83,0.0178,1.4,91.3,18.43,5.9,125,27.1
38,500,TLP,60 cm 100 y-1,1.64,161,0.17,0,26.26,8.84,78,21.15,5.42,71.06,49.9,109.9,0.52,0.3,0.83,0.025,1.9,91.4,18.48,7.1,125.5,27.3
39,500,TLP,60 cm 100 y-1,1.94,202,0.18,0,26.64,11.1,78,21.7,5.47,71.25,49.55,110.09,0.53,0.4,0.83,0.033,2.4,91.6,18.53,8.5,126,27.4
40,500,TLP,60 cm 100 y-1,2.13,243,0.18,0,27,13.37,78,22.25,5.53,71.46,49.22,110.3,0.55,0.5,0.83,0.0416,2.9,91.7,18.59,10.1,126.6,27.7
41,500,TLP,60 cm 100 y-1,2.26,285,0.18,0,27.34,15.65,78,22.8,5.58,71.69,48.89,110.53,0.56,0.6,0.83,0.0509,3.3,91.9,18.64,11.7,127.1,27.9
42,500,TLP,60 cm 100 y-1,2.36,326,0.18,0,27.67,17.95,78,23.36,5.63,71.92,48.56,110.76,0.57,0.7,0.83,0.061,3.8,92.1,18.7,13.5,127.7,28.1
43,500,TLP,60 cm 100 y-1,2.44,368,0.18,0,28,20.26,78,23.93,5.68,72.17,48.24,111.01,0.59,0.7,0.83,0.072,4.3,92.2,18.76,15.4,128.3,28.4
44,500,TLP,60 cm 100 y-1,2.52,411,0.19,0,28.33,22.59,79,24.5,5.74,72.42,47.92,111.26,0.6,0.8,0.83,0.0839,4.8,92.4,18.82,17.3,128.9,28.6
45,500,TLP,60 cm 100 y-1,1.36,412,0.19,0,28.66,22.67,79,25.08,5.79,72.56,47.48,111.4,0.62,0.8,0.83,0.0861,4.8,92.5,18.88,18.1,129.5,28.8
46,500,TLP,60 cm 100 y-1,1.29,414,0.19,0,29.1,22.77,79,25.66,5.84,72.69,47.03,111.53,0.63,0.8,0.83,0.0893,4.9,92.6,18.94,18.7,130.1,28.9
47,500,TLP,60 cm 100 y-1,1.26,416,0.19,0,29.56,22.87,79,26.24,5.89,72.81,46.57,111.65,0.65,0.8,0.83,0.0926,4.9,92.6,19.01,19.3,130.8,29
48,500,TLP,60 cm 100 y-1,1.26,418,0.2,0,30.02,22.97,79,26.84,5.95,72.94,46.1,111.78,0.68,0.8,0.83,0.0961,4.9,92.7,19.08,19.9,131.5,29.1
49,500,TLP,60 cm 100 y-1,1.27,420,0.2,0,30.5,23.08,79,27.43,6,73.06,45.63,111.91,0.7,0.8,0.83,0.0996,4.9,92.8,19.15,20.5,132.2,29.3
50,500,TLP,60 cm 100 y-1,1.29,421,0.2,0,30.97,23.18,79,28.04,6.05,73.19,45.16,112.03,0.72,0.8,0.83,0.1033,5,92.8,19.22,21,132.9,29.4
51,500,TLP,60 cm 100 y-1,1.31,423,0.21,0,31.45,23.28,79,28.64,6.11,73.32,44.68,112.16,0.74,0.8,0.83,0.1071,5,92.9,19.29,21.6,133.6,29.5
52,500,TLP,60 cm 100 y-1,1.33,425,0.21,0,31.93,23.39,79,29.26,6.16,73.46,44.2,112.3,0.76,0.9,0.83,0.111,5,92.9,19.37,22.2,134.4,29.7
53,500,TLP,60 cm 100 y-1,1.36,427,0.21,0,32.42,23.49,79,29.88,6.21,73.59,43.72,112.43,0.79,0.9,0.83,0.1149,5,93,19.45,22.7,135.2,29.8
54,500,TLP,60 cm 100 y-1,1.38,429,0.22,0,32.91,23.59,79,30.5,6.26,73.73,43.23,112.57,0.81,0.9,0.83,0.119,5,93,19.53,23.3,136,29.9
55,500,TLP,60 cm 100 y-1,1.41,431,0.22,0,33.4,23.69,79,31.13,6.32,73.87,42.74,112.71,0.84,0.9,0.83,0.1232,5.1,93.1,19.61,23.9,136.8,30.1
56,500,TLP,60 cm 100 y-1,1.43,433,0.22,0,33.89,23.79,79,31.76,6.37,74.02,42.25,112.86,0.86,0.9,0.83,0.1275,5.1,93.2,19.7,24.5,137.7,30.2
57,500,TLP,60 cm 100 y-1,1.46,434,0.23,0,34.39,23.89,79,32.4,6.42,74.16,41.76,113,0.89,0.9,0.82,0.1319,5.1,93.2,19.79,25,138.6,30.4
58,500,TLP,60 cm 100 y-1,1.49,436,0.23,0,34.89,23.98,79,33.05,6.47,74.31,41.26,113.15,0.91,0.9,0.82,0.1364,5.1,93.3,19.88,25.6,139.5,30.5
59,500,TLP,60 cm 100 y-1,43.75,0,0.2,0,30.39,47.97,79,33.7,6.53,83.68,49.99,117.52,50.69,0,0.79,0,10.3,92.6,24.95,18.7,190.2,39.9
60,500,TLP,60 cm 100 y-1,-1.73,40,0.18,0,26.67,2.22,78,34.35,6.58,83.51,49.16,117.35,0.53,0.1,0.79,0.0062,0.5,92.4,25,16.4,190.7,39.7
61,500,TLP,60 cm 100 y-1,0.22,81,0.18,0,27.5,4.48,78,35.01,6.63,83.53,48.52,117.37,0.57,0.2,0.79,0.0134,1,92.3,25.06,16.1,191.3,39.7
62,500,TLP,60 cm 100 y-1,1.23,123,0.19,0,28.14,6.76,79,35.68,6.68,83.66,47.98,117.5,0.59,0.2,0.79,0.0216,1.4,92.4,25.12,16.7,191.9,39.9
63,500,TLP,60 cm 100 y-1,1.78,165,0.19,0,28.69,9.07,79,36.35,6.74,83.83,47.49,117.68,0.62,0.3,0.79,0.0307,1.9,92.5,25.18,17.9,192.5,40
64,500,TLP,60 cm 100 y-1,2.09,207,0.19,0,29.19,11.39,79,37.03,6.79,84.04,47.02,117.88,0.64,0.4,0.79,0.0407,2.4,92.6,25.24,19.3,193.1,40.2
65,500,TLP,60 cm 100 y-1,2.29,250,0.2,0,29.66,13.74,79,37.71,6.84,84.27,46.57,118.11,0.66,0.5,0.79,0.0517,2.9,92.8,25.31,20.9,193.8,40.5
66,500,TLP,60 cm 100 y-1,2.43,293,0.2,0,30.12,16.1,79,38.39,6.89,84.52,46.12,118.36,0.68,0.6,0.79,0.0637,3.4,93,25.38,22.7,194.5,40.7
67,500,TLP,60 cm 100 y-1,2.54,336,0.2,0,30.57,18.47,79,39.09,6.95,84.77,45.69,118.61,0.7,0.7,0.79,0.0769,4,93.2,25.45,24.5,195.2,41
68,500,TLP,60 cm 100 y-1,2.64,379,0.2,0,31.01,20.87,79,39.78,7,85.04,45.25,118.88,0.72,0.8,0.79,0.0913,4.5,93.4,25.52,26.5,195.9,41.2
69,500,TLP,60 cm 100 y-1,2.73,423,0.21,0,31.45,23.28,80,40.48,7.05,85.31,44.82,119.15,0.74,0.8,0.79,0.1071,5,93.6,25.59,28.4,196.6,41.5
70,500,TLP,60 cm 100 y-1,1.54,425,0.21,0,31.88,23.38,80,41.19,7.1,85.46,44.27,119.3,0.76,0.9,0.78,0.1106,5,93.6,25.67,29.2,197.4,41.7
71,500,TLP,60 cm 100 y-1,1.47,427,0.21,0,32.44,23.49,80,41.91,7.16,85.61,43.7,119.45,0.79,0.9,0.78,0.1151,5,93.7,25.75,29.9,198.2,41.8
72,500,TLP,60 cm 100 y-1,1.45,429,0.22,0,33.01,23.61,80,42.62,7.21,85.75,43.13,119.6,0.82,0.9,0.78,0.1199,5.1,93.8,25.83,30.5,199,42
73,500,TLP,60 cm 100 y-1,1.46,431,0.22,0,33.59,23.73,80,43.35,7.26,85.9,42.55,119.74,0.85,0.9,0.78,0.1249,5.1,93.8,25.91,31.2,199.9,42.1
74,500,TLP,60 cm 100 y-1,1.47,434,0.22,0,34.18,23.84,80,44.08,7.31,86.05,41.97,119.89,0.88,0.9,0.78,0.13,5.1,93.9,26,31.8,200.7,42.2
75,500,TLP,60 cm 100 y-1,1.5,436,0.23,0,34.76,23.96,80,44.81,7.37,86.2,41.39,120.04,0.91,0.9,0.78,0.1353,5.1,93.9,26.09,32.3,201.6,42.4
